season,plateNumber,qpcrDate,well,sample,assay,role,cq,copies
summer,eighteen,2017-11-16,F7,,shanny-fam,Standard,32.1633863001,10
summer,eighteen,2017-11-16,F8,,crab-hex,NTC,,
summer,eighteen,2017-11-16,F8,,shanny-fam,NTC,,
summer,seventeen,2017-11-16,A1,192h-T9,crab-hex,Unknown,33.4635518952,65.8370104429
summer,seventeen,2017-11-16,A1,192h-T9,shanny-fam,Unknown,31.9790289622,321.0148361797
summer,seventeen,2017-11-16,A2,192h-T11,crab-hex,Unknown,,
summer,seventeen,2017-11-16,A2,192h-T11,shanny-fam,Unknown,32.8301742871,186.184053131
summer,seventeen,2017-11-16,A3,192h-T13,crab-hex,Unknown,34.5127064662,33.9609180904
summer,seventeen,2017-11-16,A3,192h-T13,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,A4,192h-T15,crab-hex,Unknown,,
summer,seventeen,2017-11-16,A4,192h-T15,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,A5,,crab-hex,Standard,18.1317619249,1000000
summer,seventeen,2017-11-16,A5,,shanny-fam,Standard,19.1584463242,1000000
summer,seventeen,2017-11-16,A6,,crab-hex,Standard,25.3863504017,10000
summer,seventeen,2017-11-16,A6,,shanny-fam,Standard,26.3075974214,10000
summer,seventeen,2017-11-16,A7,,crab-hex,Standard,32.5147322685,100
summer,seventeen,2017-11-16,A7,,shanny-fam,Standard,36.6186891435,100
summer,seventeen,2017-11-16,A8,,crab-hex,Standard,,
summer,seventeen,2017-11-16,A8,,shanny-fam,Standard,,
summer,seventeen,2017-11-16,B1,192h-T9,crab-hex,Unknown,34.3010104691,38.814020479
summer,seventeen,2017-11-16,B1,192h-T9,shanny-fam,Unknown,32.3973634736,245.6098015514
summer,seventeen,2017-11-16,B2,192h-T11,crab-hex,Unknown,,
summer,seventeen,2017-11-16,B2,192h-T11,shanny-fam,Unknown,33.6550722883,109.8134432302
summer,seventeen,2017-11-16,B3,192h-T13,crab-hex,Unknown,,
summer,seventeen,2017-11-16,B3,192h-T13,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,B4,192h-T15,crab-hex,Unknown,,
summer,seventeen,2017-11-16,B4,192h-T15,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,B5,,crab-hex,Standard,18.2420117922,1000000
summer,seventeen,2017-11-16,B5,,shanny-fam,Standard,19.6632752928,1000000
summer,seventeen,2017-11-16,B6,,crab-hex,Standard,25.411368481,10000
summer,seventeen,2017-11-16,B6,,shanny-fam,Standard,26.5936583722,10000
summer,seventeen,2017-11-16,B7,,crab-hex,Standard,35.1765167619,100
summer,seventeen,2017-11-16,B7,,shanny-fam,Standard,33.4109635482,100
summer,seventeen,2017-11-16,B8,,crab-hex,Standard,,
summer,seventeen,2017-11-16,B8,,shanny-fam,Standard,,
summer,seventeen,2017-11-16,C1,192h-T9,crab-hex,Unknown,,
summer,seventeen,2017-11-16,C1,192h-T9,shanny-fam,Unknown,31.8184642055,355.7585593511
summer,seventeen,2017-11-16,C2,192h-T11,crab-hex,Unknown,34.3321705227,38.0583637686
summer,seventeen,2017-11-16,C2,192h-T11,shanny-fam,Unknown,32.7818091753,192.0374580045
summer,seventeen,2017-11-16,C3,192h-T13,crab-hex,Unknown,,
summer,seventeen,2017-11-16,C3,192h-T13,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,C4,192h-T15,crab-hex,Unknown,,
summer,seventeen,2017-11-16,C4,192h-T15,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,C5,,crab-hex,Standard,17.7570099749,1000000
summer,seventeen,2017-11-16,C5,,shanny-fam,Standard,19.2680771099,1000000
summer,seventeen,2017-11-16,C6,,crab-hex,Standard,25.8503693634,10000
summer,seventeen,2017-11-16,C6,,shanny-fam,Standard,27.0416766657,10000
summer,seventeen,2017-11-16,C7,,crab-hex,Standard,33.5709497985,100
summer,seventeen,2017-11-16,C7,,shanny-fam,Standard,33.2692162319,100
summer,seventeen,2017-11-16,C8,,crab-hex,Standard,,1
summer,seventeen,2017-11-16,C8,,shanny-fam,Standard,,1
summer,seventeen,2017-11-16,D1,192h-T10,crab-hex,Unknown,,
summer,seventeen,2017-11-16,D1,192h-T10,shanny-fam,Unknown,33.7623335337,102.5277416731
summer,seventeen,2017-11-16,D2,192h-T12,crab-hex,Unknown,,
summer,seventeen,2017-11-16,D2,192h-T12,shanny-fam,Unknown,35.2119109137,40.5433667684
summer,seventeen,2017-11-16,D3,192h-T14,crab-hex,Unknown,,
summer,seventeen,2017-11-16,D3,192h-T14,shanny-fam,Unknown,34.5630485736,61.4152560726
summer,seventeen,2017-11-16,D4,192h-T16,crab-hex,Unknown,,
summer,seventeen,2017-11-16,D4,192h-T16,shanny-fam,Unknown,32.645147096,209.5908226647
summer,seventeen,2017-11-16,D5,,crab-hex,Standard,,
summer,seventeen,2017-11-16,D5,,shanny-fam,Standard,,
summer,seventeen,2017-11-16,D6,,crab-hex,Standard,28.4133361227,1000
summer,seventeen,2017-11-16,D6,,shanny-fam,Standard,29.9146955887,1000
summer,seventeen,2017-11-16,D7,,crab-hex,Standard,34.3710576042,10
summer,seventeen,2017-11-16,D7,,shanny-fam,Standard,36.3007141066,10
summer,seventeen,2017-11-16,D8,,crab-hex,NTC,,
summer,seventeen,2017-11-16,D8,,shanny-fam,NTC,,
summer,seventeen,2017-11-16,E1,192h-T10,crab-hex,Unknown,,
summer,seventeen,2017-11-16,E1,192h-T10,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,E2,192h-T12,crab-hex,Unknown,,
summer,seventeen,2017-11-16,E2,192h-T12,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,E3,192h-T14,crab-hex,Unknown,,
summer,seventeen,2017-11-16,E3,192h-T14,shanny-fam,Unknown,33.9442257045,91.2605356516
summer,seventeen,2017-11-16,E4,192h-T16,crab-hex,Unknown,34.0858816126,44.456832406
summer,seventeen,2017-11-16,E4,192h-T16,shanny-fam,Unknown,33.636587983,111.1202907546
summer,seventeen,2017-11-16,E5,,crab-hex,Standard,,
summer,seventeen,2017-11-16,E5,,shanny-fam,Standard,,
summer,seventeen,2017-11-16,E6,,crab-hex,Standard,29.0952564549,1000
summer,seventeen,2017-11-16,E6,,shanny-fam,Standard,30.0404879331,1000
summer,seventeen,2017-11-16,E7,,crab-hex,Standard,,10
summer,seventeen,2017-11-16,E7,,shanny-fam,Standard,,10
summer,seventeen,2017-11-16,E8,,crab-hex,NTC,,
summer,seventeen,2017-11-16,E8,,shanny-fam,NTC,,
summer,seventeen,2017-11-16,F1,192h-T10,crab-hex,Unknown,34.2735690271,39.4919128333
summer,seventeen,2017-11-16,F1,192h-T10,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,F2,192h-T12,crab-hex,Unknown,,
summer,seventeen,2017-11-16,F2,192h-T12,shanny-fam,Unknown,,
summer,seventeen,2017-11-16,F3,192h-T14,crab-hex,Unknown,,
summer,seventeen,2017-11-16,F3,192h-T14,shanny-fam,Unknown,33.459148133,124.4841875033
summer,seventeen,2017-11-16,F4,192h-T16,crab-hex,Unknown,34.9341626114,26.0310369997
summer,seventeen,2017-11-16,F4,192h-T16,shanny-fam,Unknown,32.0071355704,315.2917803079
summer,seventeen,2017-11-16,F5,,crab-hex,Standard,,
summer,seventeen,2017-11-16,F5,,shanny-fam,Standard,,
summer,seventeen,2017-11-16,F6,,crab-hex,Standard,29.5063395579,1000
summer,seventeen,2017-11-16,F6,,shanny-fam,Standard,29.8765483004,1000
summer,seventeen,2017-11-16,F7,,crab-hex,Standard,,10
summer,seventeen,2017-11-16,F7,,shanny-fam,Standard,,10
summer,seventeen,2017-11-16,F8,,crab-hex,NTC,,
summer,seventeen,2017-11-16,F8,,shanny-fam,NTC,,
summer,seven,2017-11-13,A1,24h-T1,crab-hex,Unknown,30.7553485812,30.1869662906
summer,seven,2017-11-13,A1,24h-T1,shanny-fam,Unknown,27.2248292062,257.9332748903
summer,seven,2017-11-13,A2,24h-T3,crab-hex,Unknown,30.35884954,40.1294427845
summer,seven,2017-11-13,A2,24h-T3,shanny-fam,Unknown,27.7643372374,175.4888086037
summer,seven,2017-11-13,A3,24h-T5,crab-hex,Unknown,33.1320541949,5.4786202211
summer,seven,2017-11-13,A3,24h-T5,shanny-fam,Unknown,,
summer,seven,2017-11-13,A4,24h-T7,crab-hex,Unknown,30.3987430812,38.9962447997
summer,seven,2017-11-13,A4,24h-T7,shanny-fam,Unknown,26.9378985421,316.5639378136
summer,seven,2017-11-13,A5,,crab-hex,Standard,16.2888683681,1000000
summer,seven,2017-11-13,A5,,shanny-fam,Standard,15.4467409796,1000000
summer,seven,2017-11-13,A6,,crab-hex,Standard,22.8692298167,10000
summer,seven,2017-11-13,A6,,shanny-fam,Standard,22.017534921,10000
summer,seven,2017-11-13,A7,,crab-hex,Standard,29.2701218684,100
summer,seven,2017-11-13,A7,,shanny-fam,Standard,28.6099000848,100
summer,seven,2017-11-13,A8,,crab-hex,Standard,,1
summer,seven,2017-11-13,A8,,shanny-fam,Standard,,1
summer,seven,2017-11-13,B1,24h-T1,crab-hex,Unknown,30.4697623588,37.0575108318
summer,seven,2017-11-13,B1,24h-T1,shanny-fam,Unknown,27.8132472973,169.4674751157
summer,seven,2017-11-13,B2,24h-T3,crab-hex,Unknown,31.2031683036,21.886284827
summer,seven,2017-11-13,B2,24h-T3,shanny-fam,Unknown,28.029818388,145.1928142407
summer,seven,2017-11-13,B3,24h-T5,crab-hex,Unknown,33.2694757569,4.9638410316
summer,seven,2017-11-13,B3,24h-T5,shanny-fam,Unknown,34.6823695393,1.2575501771
summer,seven,2017-11-13,B4,24h-T7,crab-hex,Unknown,29.9949693609,52.1116677798
summer,seven,2017-11-13,B4,24h-T7,shanny-fam,Unknown,27.2864445088,246.834257522
summer,seven,2017-11-13,B5,,crab-hex,Standard,16.3596455924,1000000
summer,seven,2017-11-13,B5,,shanny-fam,Standard,15.8853832402,1000000
summer,seven,2017-11-13,B6,,crab-hex,Standard,22.6517422128,10000
summer,seven,2017-11-13,B6,,shanny-fam,Standard,22.0910836826,10000
summer,seven,2017-11-13,B7,,crab-hex,Standard,29.0745199792,100
summer,seven,2017-11-13,B7,,shanny-fam,Standard,28.4990355568,100
summer,seven,2017-11-13,B8,,crab-hex,Standard,,1
summer,seven,2017-11-13,B8,,shanny-fam,Standard,34.2833967294,1
summer,seven,2017-11-13,C1,24h-T1,crab-hex,Unknown,30.3950117271,39.1008652466
summer,seven,2017-11-13,C1,24h-T1,shanny-fam,Unknown,27.577194129,200.5706659451
summer,seven,2017-11-13,C2,24h-T3,crab-hex,Unknown,30.5972594603,33.8156501308
summer,seven,2017-11-13,C2,24h-T3,shanny-fam,Unknown,28.079695115,140.1142708346
summer,seven,2017-11-13,C3,24h-T5,crab-hex,Unknown,33.4069364485,4.4973048899
summer,seven,2017-11-13,C3,24h-T5,shanny-fam,Unknown,,
summer,seven,2017-11-13,C4,24h-T7,crab-hex,Unknown,30.2455199827,43.5315014458
summer,seven,2017-11-13,C4,24h-T7,shanny-fam,Unknown,27.4740884922,215.8898190516
summer,seven,2017-11-13,C5,,crab-hex,Standard,16.2564333571,1000000
summer,seven,2017-11-13,C5,,shanny-fam,Standard,15.6515521907,1000000
summer,seven,2017-11-13,C6,,crab-hex,Standard,22.4587381847,10000
summer,seven,2017-11-13,C6,,shanny-fam,Standard,22.1211081493,10000
summer,seven,2017-11-13,C7,,crab-hex,Standard,29.680822183,100
summer,seven,2017-11-13,C7,,shanny-fam,Standard,29.1761374694,100
summer,seven,2017-11-13,C8,,crab-hex,Standard,35.7212250329,1
summer,seven,2017-11-13,C8,,shanny-fam,Standard,35.4299429622,1
summer,seven,2017-11-13,D1,24h-T2,crab-hex,Unknown,30.7024551436,31.3554962929
summer,seven,2017-11-13,D1,24h-T2,shanny-fam,Unknown,27.7120890006,182.157640277
summer,seven,2017-11-13,D2,24h-T4,crab-hex,Unknown,29.6213666276,68.1457353357
summer,seven,2017-11-13,D2,24h-T4,shanny-fam,Unknown,26.071481255,587.5807942956
summer,seven,2017-11-13,D3,24h-T6,crab-hex,Unknown,30.9974590997,25.3699781353
summer,seven,2017-11-13,D3,24h-T6,shanny-fam,Unknown,27.7819781498,173.29275285
summer,seven,2017-11-13,D4,24h-T8,crab-hex,Unknown,,
summer,seven,2017-11-13,D4,24h-T8,shanny-fam,Unknown,,
summer,seven,2017-11-13,D5,,crab-hex,Standard,19.193090984,100000
summer,seven,2017-11-13,D5,,shanny-fam,Standard,18.8378142114,100000
summer,seven,2017-11-13,D6,,crab-hex,Standard,25.8944327595,1000
summer,seven,2017-11-13,D6,,shanny-fam,Standard,25.2861833334,1000
summer,seven,2017-11-13,D7,,crab-hex,Standard,31.480373962,10
summer,seven,2017-11-13,D7,,shanny-fam,Standard,31.6647707397,10
summer,seven,2017-11-13,D8,,crab-hex,NTC,,
summer,seven,2017-11-13,D8,,shanny-fam,NTC,,
summer,seven,2017-11-13,E1,24h-T2,crab-hex,Unknown,30.7025998481,31.3522385362
summer,seven,2017-11-13,E1,24h-T2,shanny-fam,Unknown,27.3976456522,227.9979406686
summer,seven,2017-11-13,E2,24h-T4,crab-hex,Unknown,29.8748344857,56.8064500008
summer,seven,2017-11-13,E2,24h-T4,shanny-fam,Unknown,26.0246981297,607.5349510081
summer,seven,2017-11-13,E3,24h-T6,crab-hex,Unknown,30.8702861756,27.7956928964
summer,seven,2017-11-13,E3,24h-T6,shanny-fam,Unknown,28.09769176,138.3257591199
summer,seven,2017-11-13,E4,24h-T8,crab-hex,Unknown,,
summer,seven,2017-11-13,E4,24h-T8,shanny-fam,Unknown,,
summer,seven,2017-11-13,E5,,crab-hex,Standard,19.2949607063,100000
summer,seven,2017-11-13,E5,,shanny-fam,Standard,18.8759230868,100000
summer,seven,2017-11-13,E6,,crab-hex,Standard,25.8850569666,1000
summer,seven,2017-11-13,E6,,shanny-fam,Standard,25.3890489318,1000
summer,seven,2017-11-13,E7,,crab-hex,Standard,32.9309264419,10
summer,seven,2017-11-13,E7,,shanny-fam,Standard,31.5881406741,10
summer,seven,2017-11-13,E8,,crab-hex,NTC,,
summer,seven,2017-11-13,E8,,shanny-fam,NTC,,
summer,seven,2017-11-13,F1,24h-T2,crab-hex,Unknown,30.7503997437,30.2944245773
summer,seven,2017-11-13,F1,24h-T2,shanny-fam,Unknown,27.4245271792,223.6645368535
summer,seven,2017-11-13,F2,24h-T4,crab-hex,Unknown,30.4019713884,38.9059547739
summer,seven,2017-11-13,F2,24h-T4,shanny-fam,Unknown,26.0077445665,614.9321518163
summer,seven,2017-11-13,F3,24h-T6,crab-hex,Unknown,30.6366312438,32.873057867
summer,seven,2017-11-13,F3,24h-T6,shanny-fam,Unknown,27.5872888753,199.1305299108
summer,seven,2017-11-13,F4,24h-T8,crab-hex,Unknown,,
summer,seven,2017-11-13,F4,24h-T8,shanny-fam,Unknown,,
summer,seven,2017-11-13,F5,,crab-hex,Standard,19.5588047493,100000
summer,seven,2017-11-13,F5,,shanny-fam,Standard,18.7735569871,100000
summer,seven,2017-11-13,F6,,crab-hex,Standard,26.0479202346,1000
summer,seven,2017-11-13,F6,,shanny-fam,Standard,25.1451079422,1000
summer,seven,2017-11-13,F7,,crab-hex,Standard,31.5709184751,10
summer,seven,2017-11-13,F7,,shanny-fam,Standard,32.0825181457,10
summer,seven,2017-11-13,F8,,crab-hex,NTC,,
summer,seven,2017-11-13,F8,,shanny-fam,NTC,,
summer,nine,2017-11-14,A1,24h-T17,crab-hex,Unknown,30.5305406441,35.2588351645
summer,nine,2017-11-14,A1,24h-T17,shanny-fam,Unknown,28.2166771967,225.4086158063
summer,nine,2017-11-14,A2,24h-T19,crab-hex,Unknown,,
summer,nine,2017-11-14,A2,24h-T19,shanny-fam,Unknown,,
summer,nine,2017-11-14,A3,24h-T21,crab-hex,Unknown,30.9769500942,25.7893935381
summer,nine,2017-11-14,A3,24h-T21,shanny-fam,Unknown,27.4685064835,380.6457442219
summer,nine,2017-11-14,A4,24h-T23,crab-hex,Unknown,29.8471585649,56.9111420056
summer,nine,2017-11-14,A4,24h-T23,shanny-fam,Unknown,28.0414406388,254.839876789
summer,nine,2017-11-14,A5,,crab-hex,Standard,16.1458549909,1000000
summer,nine,2017-11-14,A5,,shanny-fam,Standard,16.2797084511,1000000
summer,nine,2017-11-14,A6,,crab-hex,Standard,22.1514974696,10000
summer,nine,2017-11-14,A6,,shanny-fam,Standard,22.4959493912,10000
summer,nine,2017-11-14,A7,,crab-hex,Standard,28.7639839835,100
summer,nine,2017-11-14,A7,,shanny-fam,Standard,29.0176058491,100
summer,nine,2017-11-14,A8,,crab-hex,Standard,35.2978386729,1
summer,nine,2017-11-14,A8,,shanny-fam,Standard,,1
summer,nine,2017-11-14,B1,24h-T17,crab-hex,Unknown,29.9832742144,51.7347141848
summer,nine,2017-11-14,B1,24h-T17,shanny-fam,Unknown,28.0575042659,251.9891001553
summer,nine,2017-11-14,B2,24h-T19,crab-hex,Unknown,,
summer,nine,2017-11-14,B2,24h-T19,shanny-fam,Unknown,,
summer,nine,2017-11-14,B3,24h-T21,crab-hex,Unknown,29.9703401027,52.2056435003
summer,nine,2017-11-14,B3,24h-T21,shanny-fam,Unknown,27.3205702448,422.1965374353
summer,nine,2017-11-14,B4,24h-T23,crab-hex,Unknown,30.3895443504,38.9195864342
summer,nine,2017-11-14,B4,24h-T23,shanny-fam,Unknown,29.0913834809,122.1617395301
summer,nine,2017-11-14,B5,,crab-hex,Standard,16.1203922,1000000
summer,nine,2017-11-14,B5,,shanny-fam,Standard,16.6775918637,1000000
summer,nine,2017-11-14,B6,,crab-hex,Standard,22.0506951125,10000
summer,nine,2017-11-14,B6,,shanny-fam,Standard,22.6185527134,10000
summer,nine,2017-11-14,B7,,crab-hex,Standard,29.1492020321,100
summer,nine,2017-11-14,B7,,shanny-fam,Standard,29.3704170479,100
summer,nine,2017-11-14,B8,,crab-hex,Standard,35.461972951,1
summer,nine,2017-11-14,B8,,shanny-fam,Standard,35.1736431433,1
summer,nine,2017-11-14,C1,24h-T17,crab-hex,Unknown,30.12861863,46.7260227415
summer,nine,2017-11-14,C1,24h-T17,shanny-fam,Unknown,28.0165480644,259.3213505579
summer,nine,2017-11-14,C2,24h-T19,crab-hex,Unknown,,
summer,nine,2017-11-14,C2,24h-T19,shanny-fam,Unknown,,
summer,nine,2017-11-14,C3,24h-T21,crab-hex,Unknown,29.8014088583,58.7648106418
summer,nine,2017-11-14,C3,24h-T21,shanny-fam,Unknown,27.6993699137,323.821448808
summer,nine,2017-11-14,C4,24h-T23,crab-hex,Unknown,29.6255110841,66.4717175988
summer,nine,2017-11-14,C4,24h-T23,shanny-fam,Unknown,28.2073009361,226.8935921444
summer,nine,2017-11-14,C5,,crab-hex,Standard,16.0417965588,1000000
summer,nine,2017-11-14,C5,,shanny-fam,Standard,16.3310133228,1000000
summer,nine,2017-11-14,C6,,crab-hex,Standard,22.0872390973,10000
summer,nine,2017-11-14,C6,,shanny-fam,Standard,22.696254889,10000
summer,nine,2017-11-14,C7,,crab-hex,Standard,29.2937252472,100
summer,nine,2017-11-14,C7,,shanny-fam,Standard,29.0641397339,100
summer,nine,2017-11-14,C8,,crab-hex,Standard,,
summer,nine,2017-11-14,C8,,shanny-fam,Standard,,
summer,nine,2017-11-14,D1,24h-T18,crab-hex,Unknown,30.1955676568,44.5849784878
summer,nine,2017-11-14,D1,24h-T18,shanny-fam,Unknown,27.4451121702,386.9333666545
summer,nine,2017-11-14,D2,24h-T20,crab-hex,Unknown,28.4165667051,155.0516971846
summer,nine,2017-11-14,D2,24h-T20,shanny-fam,Unknown,26.0775751421,1008.2360714504
summer,nine,2017-11-14,D3,24h-T22,crab-hex,Unknown,29.4057260258,77.5371495222
summer,nine,2017-11-14,D3,24h-T22,shanny-fam,Unknown,26.3795809081,816.0362668092
summer,nine,2017-11-14,D4,24h-T24,crab-hex,Unknown,29.9355240862,53.4946996248
summer,nine,2017-11-14,D4,24h-T24,shanny-fam,Unknown,27.7167895823,319.8950728714
summer,nine,2017-11-14,D5,,crab-hex,Standard,19.1719892737,100000
summer,nine,2017-11-14,D5,,shanny-fam,Standard,19.3973269413,100000
summer,nine,2017-11-14,D6,,crab-hex,Standard,25.3177798967,1000
summer,nine,2017-11-14,D6,,shanny-fam,Standard,25.8303836352,1000
summer,nine,2017-11-14,D7,,crab-hex,Standard,32.9035377437,10
summer,nine,2017-11-14,D7,,shanny-fam,Standard,32.2605961584,10
summer,nine,2017-11-14,D8,,crab-hex,NTC,,
summer,nine,2017-11-14,D8,,shanny-fam,NTC,,
summer,nine,2017-11-14,E1,24h-T18,crab-hex,Unknown,30.3670748922,39.5371071285
summer,nine,2017-11-14,E1,24h-T18,shanny-fam,Unknown,27.3156066711,423.6666713436
summer,nine,2017-11-14,E2,24h-T20,crab-hex,Unknown,29.4118027128,77.2077519101
summer,nine,2017-11-14,E2,24h-T20,shanny-fam,Unknown,26.2633693526,885.226336995
summer,nine,2017-11-14,E3,24h-T22,crab-hex,Unknown,29.6700812428,64.428164011
summer,nine,2017-11-14,E3,24h-T22,shanny-fam,Unknown,26.469185737,766.4023523217
summer,nine,2017-11-14,E4,24h-T24,crab-hex,Unknown,30.6460576904,32.5177247782
summer,nine,2017-11-14,E4,24h-T24,shanny-fam,Unknown,27.7992687499,301.9410324233
summer,nine,2017-11-14,E5,,crab-hex,Standard,19.1845075471,100000
summer,nine,2017-11-14,E5,,shanny-fam,Standard,19.4096637953,100000
summer,nine,2017-11-14,E6,,crab-hex,Standard,25.7034900473,1000
summer,nine,2017-11-14,E6,,shanny-fam,Standard,25.8931721601,1000
summer,nine,2017-11-14,E7,,crab-hex,Standard,33.0034928645,10
summer,nine,2017-11-14,E7,,shanny-fam,Standard,34.3785793394,10
summer,nine,2017-11-14,E8,,crab-hex,NTC,,
summer,nine,2017-11-14,E8,,shanny-fam,NTC,,
summer,nine,2017-11-14,F1,24h-T18,crab-hex,Unknown,30.4168168581,38.1830084451
summer,nine,2017-11-14,F1,24h-T18,shanny-fam,Unknown,27.3811224488,404.6673562794
summer,nine,2017-11-14,F2,24h-T20,crab-hex,Unknown,29.0984776317,96.1600775526
summer,nine,2017-11-14,F2,24h-T20,shanny-fam,Unknown,26.1118856124,984.298811811
summer,nine,2017-11-14,F3,24h-T22,crab-hex,Unknown,29.5750794621,68.8622938272
summer,nine,2017-11-14,F3,24h-T22,shanny-fam,Unknown,26.295506105,865.5261150748
summer,nine,2017-11-14,F4,24h-T24,crab-hex,Unknown,30.0963522156,47.7943281346
summer,nine,2017-11-14,F4,24h-T24,shanny-fam,Unknown,27.8760650746,286.1311327076
summer,nine,2017-11-14,F5,,crab-hex,Standard,19.3094297203,100000
summer,nine,2017-11-14,F5,,shanny-fam,Standard,19.6744106293,100000
summer,nine,2017-11-14,F6,,crab-hex,Standard,25.8650753812,1000
summer,nine,2017-11-14,F6,,shanny-fam,Standard,25.9723760106,1000
summer,nine,2017-11-14,F7,,crab-hex,Standard,32.2362971274,10
summer,nine,2017-11-14,F7,,shanny-fam,Standard,33.4274569585,10
summer,nine,2017-11-14,F8,,crab-hex,NTC,,
summer,nine,2017-11-14,F8,,shanny-fam,NTC,,
summer,eight,2017-11-14,A1,24h-T9,crab-hex,Unknown,30.7341058531,31.5045601087
summer,eight,2017-11-14,A1,24h-T9,shanny-fam,Unknown,27.4152994586,382.6936810191
summer,eight,2017-11-14,A2,24h-T11,crab-hex,Unknown,30.584297471,35.1613524195
summer,eight,2017-11-14,A2,24h-T11,shanny-fam,Unknown,27.132751987,469.7046108319
summer,eight,2017-11-14,A3,24h-T13,crab-hex,Unknown,30.8564573412,28.8019764407
summer,eight,2017-11-14,A3,24h-T13,shanny-fam,Unknown,27.3503822504,401.1377802923
summer,eight,2017-11-14,A4,24h-T15,crab-hex,Unknown,,
summer,eight,2017-11-14,A4,24h-T15,shanny-fam,Unknown,,
summer,eight,2017-11-14,A5,,crab-hex,Standard,16.5218994316,1000000
summer,eight,2017-11-14,A5,,shanny-fam,Standard,16.3718256907,1000000
summer,eight,2017-11-14,A6,,crab-hex,Standard,22.8438601896,10000
summer,eight,2017-11-14,A6,,shanny-fam,Standard,22.7204725894,10000
summer,eight,2017-11-14,A7,,crab-hex,Standard,29.7203648947,100
summer,eight,2017-11-14,A7,,shanny-fam,Standard,29.2059833156,100
summer,eight,2017-11-14,A8,,crab-hex,Standard,35.8884750813,1
summer,eight,2017-11-14,A8,,shanny-fam,Standard,35.5900270496,1
summer,eight,2017-11-14,B1,24h-T9,crab-hex,Unknown,30.3621595674,41.379395359
summer,eight,2017-11-14,B1,24h-T9,shanny-fam,Unknown,27.3568876438,399.2501003357
summer,eight,2017-11-14,B2,24h-T11,crab-hex,Unknown,30.0077412853,53.6555615504
summer,eight,2017-11-14,B2,24h-T11,shanny-fam,Unknown,27.3092770373,413.273446071
summer,eight,2017-11-14,B3,24h-T13,crab-hex,Unknown,30.1997400533,46.6112876136
summer,eight,2017-11-14,B3,24h-T13,shanny-fam,Unknown,27.4833686169,364.264185916
summer,eight,2017-11-14,B4,24h-T15,crab-hex,Unknown,35.6818555355,0.8379840545
summer,eight,2017-11-14,B4,24h-T15,shanny-fam,Unknown,,
summer,eight,2017-11-14,B5,,crab-hex,Standard,16.5239124924,1000000
summer,eight,2017-11-14,B5,,shanny-fam,Standard,16.6637612819,1000000
summer,eight,2017-11-14,B6,,crab-hex,Standard,22.8836240648,10000
summer,eight,2017-11-14,B6,,shanny-fam,Standard,23.0101031428,10000
summer,eight,2017-11-14,B7,,crab-hex,Standard,29.5017652746,100
summer,eight,2017-11-14,B7,,shanny-fam,Standard,29.2431633485,100
summer,eight,2017-11-14,B8,,crab-hex,Standard,,1
summer,eight,2017-11-14,B8,,shanny-fam,Standard,,1
summer,eight,2017-11-14,C1,24h-T9,crab-hex,Unknown,30.6140257527,34.4034061948
summer,eight,2017-11-14,C1,24h-T9,shanny-fam,Unknown,27.3055337822,414.3966575516
summer,eight,2017-11-14,C2,24h-T11,crab-hex,Unknown,30.8648662328,28.6249860383
summer,eight,2017-11-14,C2,24h-T11,shanny-fam,Unknown,27.3628445433,397.5293699302
summer,eight,2017-11-14,C3,24h-T13,crab-hex,Unknown,30.3167794309,42.7790469117
summer,eight,2017-11-14,C3,24h-T13,shanny-fam,Unknown,28.104228362,232.2251248913
summer,eight,2017-11-14,C4,24h-T15,crab-hex,Unknown,,
summer,eight,2017-11-14,C4,24h-T15,shanny-fam,Unknown,35.3499531207,1.2140807542
summer,eight,2017-11-14,C5,,crab-hex,Standard,16.3355554907,1000000
summer,eight,2017-11-14,C5,,shanny-fam,Standard,16.4745021421,1000000
summer,eight,2017-11-14,C6,,crab-hex,Standard,22.9039961555,10000
summer,eight,2017-11-14,C6,,shanny-fam,Standard,23.0375321044,10000
summer,eight,2017-11-14,C7,,crab-hex,Standard,29.2984271985,100
summer,eight,2017-11-14,C7,,shanny-fam,Standard,29.2954366647,100
summer,eight,2017-11-14,C8,,crab-hex,Standard,,1
summer,eight,2017-11-14,C8,,shanny-fam,Standard,,1
summer,eight,2017-11-14,D1,24h-T10,crab-hex,Unknown,30.0938438474,50.3736730126
summer,eight,2017-11-14,D1,24h-T10,shanny-fam,Unknown,28.1683847531,221.6697895348
summer,eight,2017-11-14,D2,24h-T12,crab-hex,Unknown,30.6357244849,33.8605148426
summer,eight,2017-11-14,D2,24h-T12,shanny-fam,Unknown,27.4845461531,363.9533075819
summer,eight,2017-11-14,D3,24h-T14,crab-hex,Unknown,31.2381664605,21.7722608971
summer,eight,2017-11-14,D3,24h-T14,shanny-fam,Unknown,28.1053852737,232.0304040709
summer,eight,2017-11-14,D4,24h-T16,crab-hex,Unknown,29.9395706,56.4049448726
